Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1718203,Oqdaryo tumani,Акдарьинский район,Akdarya district,Оқдарё тумани,121.2,130.2,135.2,137.6,140.6,143.5,146.7,149.6,152.8,155.5,158.7,161.7,165.1,169.1,173.2,177.2
1718206,Bulung‘ur tumani,Булунгурский район,Bulungur district,Булунғур тумани,150.0,154.8,157.5,160.5,164.1,168.1,171.8,175.5,178.9,182.8,186.3,189.6,193.4,197.5,202.0,206.9
1718209,Jomboy tumani,Джамбайский район,Jomboy district,Жомбой тумани,135.3,139.6,142.0,144.8,148.3,152.0,155.5,159.1,163.1,167.5,171.9,176.0,180.5,184.8,189.5,194.1
1718212,Ishtixon tumani,Иштыханский район,Ishtykhan district,Иштихон тумани,195.0,210.6,214.3,218.4,222.7,227.4,232.4,237.1,242.1,247.7,253.3,258.2,264.4,270.2,275.9,282.2
1718215,Kattaqo‘rg‘on tumani,Каттакурганский район,Kattakurgan district,Каттақўрғон тумани,219.9,228.1,232.3,236.7,241.7,246.7,251.7,256.6,261.7,267.0,272.3,276.7,282.3,287.9,293.8,299.8
1718216,Qo‘shrabot tumani,Кошрабадский район,Koshrabad district,Қўшработ тумани,103.5,107.4,109.4,112.0,114.9,117.9,120.5,123.0,125.5,128.3,131.1,133.6,136.4,139.1,141.9,144.4
1718218,Narpay tumani,Нарпайский район,Narpai district,Нарпай тумани,170.2,182.7,184.7,187.2,190.2,193.9,198.0,201.7,205.0,208.7,212.4,215.5,219.2,223.4,227.4,231.6
1718224,Payariq tumani,Пайарыкский район,Payaryk district,Паяриқ тумани,202.9,210.3,213.7,217.1,220.8,225.3,229.5,234.2,238.6,244.1,249.5,254.6,260.3,266.9,273.3,279.8
1718227,Pastdarg‘om tumani,Пастдаргомский район,Pastdargom district,Пастдарғом тумани,277.9,294.3,299.6,305.2,311.8,318.5,325.3,332.1,338.9,346.0,353.2,360.0,367.4,375.0,383.3,392.1
1718230,Paxtachi tumani,Пахтачийский район,Pakhtachi district,Пахтачи тумани,121.8,125.5,126.7,128.1,129.9,132.1,134.2,136.4,138.5,141.3,143.9,146.0,147.9,150.0,152.3,154.5
1718233,Samarqand tumani,Самаркандский район,Samarkand district,Самарқанд тумани,283.2,299.6,214.5,218.1,223.0,228.3,232.3,237.0,241.2,246.3,251.5,256.5,261.5,267.3,272.8,278.6
1718235,Nurobod tumani,Нурабадский район,Nurabad district,Нуробод тумани,116.8,124.3,126.9,129.8,132.9,135.8,138.6,141.3,143.9,147.0,149.9,152.7,156.3,159.4,162.7,165.8
1718236,Urgut tumani,Ургутский район,Urgut district,Ургут тумани,389.1,411.3,419.8,428.5,438.0,448.7,459.7,470.4,481.7,494.6,507.0,519.2,532.5,545.7,559.2,572.6
1718238,Tayloq tumani,Тайлякский район,Tailak district,Тайлоқ тумани,154.7,165.4,168.1,171.7,175.7,179.8,183.9,187.9,191.7,195.9,200.5,205.1,210.5,215.7,221.1,226.2
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,2075.0,2175.1,2218.9,2260.6,2308.3,2358.3,2411.5,2462.3,2514.2,2569.9,2629.1,2680.8,2743.2,2806.5,2877.1,2945.5
1722401,Termiz shahri,Город Термез,Termiz  city,Термиз шаҳри,130.2,134.7,135.6,135.8,136.2,137.9,140.1,142.1,143.8,145.1,179.6,182.8,189.5,195.7,201.6,207.3
1722201,Oltinsoy tumani,Алтынсайский район,Altynsay district,Олтинсой тумани,134.4,144.4,147.4,150.4,153.8,157.2,160.9,164.6,168.2,172.1,176.4,180.2,184.0,187.9,192.6,197.4
1722202,Angor tumani,Ангорский район,Angor district,Aнгор тумани,102.7,109.2,111.7,114.0,116.5,119.0,121.7,124.2,126.9,129.3,132.1,134.7,137.4,140.4,143.8,147.0
1722203,Bandixon tumani,Бандихонский район,Bandykhan district,Бандихон тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.3,76.5,78.7,80.8,83.0,85.3
1722204,Boysun tumani,Байсунский район,Baysun district,Бойсун тумани,95.4,98.9,101.3,103.7,106.2,108.5,110.8,113.1,115.3,117.7,115.4,117.5,119.7,122.0,124.6,127.1
1722207,Muzrabot tumani,Музрабадский район,Muzrabad district,Музработ тумани,112.5,115.8,118.6,121.4,124.2,127.1,130.2,132.8,135.6,138.4,141.4,144.2,147.1,150.4,153.6,156.8
1722210,Denov tumani,Денауский район,Denau district,Денов тумани,315.7,327.4,332.6,338.7,346.2,353.5,361.3,369.2,376.8,375.7,384.6,392.2,400.0,409.5,420.2,430.5
1722212,Jarqo‘rg‘on tumani,Джаркурганский район,Jarkurgan district,Жарқўрғон тумани,169.1,181.6,185.6,188.7,192.5,196.3,200.2,204.4,208.4,213.1,217.8,222.1,226.9,232.1,238.4,244.0
1722214,Qumqo‘rg‘on tumani,Кумкурганский район,Kumkurgan district,Қумқўрғон тумани,175.0,190.7,194.9,199.0,203.5,208.1,213.0,217.4,222.5,237.9,233.8,238.6,243.7,249.2,255.5,261.6
1722215,Qiziriq tumani,Кизирикский район,Kizirik district,Қизириқ тумани,135.1,138.5,141.7,144.8,148.3,152.2,156.3,160.3,164.4,169.4,114.1,116.3,118.8,121.3,124.0,126.9
1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,164.6,168.9,172.2,175.8,179.9,184.1,188.5,192.5,196.6,201.8,209.3,213.2,217.7,222.5,228.0,232.9
1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,86.5,89.5,91.5,93.3,95.3,97.1,99.1,100.9,103.9,106.7,77.1,78.6,80.3,82.3,84.7,87.2
1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,139.3,145.9,149.0,151.8,155.1,158.9,162.7,166.1,169.6,170.5,171.4,173.9,179.5,183.3,187.8,192.4
1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,148.9,160.0,163.6,166.9,170.4,173.9,177.4,181.3,184.8,188.8,193.3,197.3,202.0,206.1,210.8,214.9
1722226,Sho‘rchi tumani,Шурчинский район,Shurchi district,Шўрчи тумани,165.6,169.6,173.2,176.3,180.2,184.5,189.3,193.4,197.4,203.4,208.5,212.7,217.9,223.0,228.5,234.2
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,714.4,727.2,739.5,750.6,763.8,777.1,790.6,803.1,815.9,829.9,846.3,860.9,878.6,896.6,914.0,930.8
1724401,Guliston shahri,Город Гулистан,Gulistan city,Гулистон шаҳри,77.4,81.4,82.6,83.4,84.4,85.4,86.5,87.5,88.2,89.0,90.4,91.3,93.4,96.2,99.3,102.1
1724410,Shirin shahri,Город Ширин,Shirin city,Ширин шаҳри,16.6,16.9,17.2,17.5,17.7,18.0,18.2,18.4,18.5,18.5,18.7,18.9,19.0,19.2,19.4,19.4
1724413,Yangiyer shahri,Город Янгиер,Yangier city,Янгийер шаҳри,32.2,36.3,36.9,37.5,38.2,39.1,39.9,40.7,41.6,42.5,43.3,44.2,45.3,46.8,48.0,49.1
1724206,Oqoltin tumani,Акалтынский район,Akaltyn  district,Оқолтин тумани,51.7,44.4,45.2,46.0,46.9,47.7,48.5,49.3,50.2,50.9,52.0,52.9,54.0,55.0,55.8,56.6
1724212,Boyovut tumani,Баяутский район,Bayaut district,Боёвут тумани,107.8,110.7,112.6,114.5,116.7,118.8,120.8,122.8,124.9,127.2,129.5,131.7,134.1,136.4,138.9,141.5
1724216,Sayxunobod tumani,Сайхунабадский район,Saykhunabad district,Сайхунобод тумани,64.9,65.9,67.1,68.2,69.5,70.7,72.1,73.4,74.6,75.9,77.2,78.5,80.1,81.7,82.8,83.9
1724220,Guliston tumani,Гулистанский район,Gulistan district,Гулистон тумани,59.0,60.3,61.6,62.7,64.1,65.4,66.4,67.4,68.9,70.6,72.5,74.1,76.0,77.8,79.6,81.1
1724226,Sardoba tumani,Сардобский район,Sardoba district,Сардоба тумани,55.8,55.9,57.0,58.0,59.1,60.1,61.3,62.4,63.5,64.7,65.9,67.0,68.3,69.3,70.3,71.4
1724228,Mirzaobod tumani,Мирзаабадский район,Mirzaabad district,Мирзаобод тумани,59.7,59.8,61.2,62.4,63.7,65.3,66.8,68.3,69.7,71.2,73.2,75.1,77.1,79.0,80.5,82.3
1724231,Sirdaryo tumani,Сырдарьинский район,Syrdarya district,Сирдарё тумани,108.7,112.6,113.9,115.0,116.7,118.6,120.7,122.2,123.8,125.7,128.2,130.1,132.3,134.7,137.1,139.3
1724235,Xovos tumani,Хавасский район,Khovos district,Ховос тумани,80.6,83.0,84.2,85.4,86.8,88.0,89.4,90.7,92.0,93.7,95.4,97.1,99.0,100.5,102.3,104.1
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,2585.9,2644.4,2671.0,2695.7,2725.9,2758.3,2794.1,2829.3,2861.2,2898.5,2941.9,2975.9,2941.5,2993.4,3051.8,3108.5
1727401,Nurafshon shahri,Город Нурафшон,Nurafshan city,Нурафшон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7,48.2,48.7,51.4,52.7,54.1,56.2,57.5
1727404,Olmaliq shahri,Город Алмалык,Almalyk city,Олмалиқ шаҳри,124.7,115.6,117.4,119.1,121.1,122.6,124.3,126.0,127.5,129.1,131.1,133.4,135.2,141.9,146.6,148.9
1727407,Angren shahri,Город Ангрен,Angren city,Aнгрен шаҳри,167.5,168.4,170.7,172.8,175.4,177.7,180.4,183.2,183.6,185.9,188.4,191.3,174.4,178.5,182.4,185.5
1727413,Bekobod shahri,Город Бекабад,Bekabad city,Бекобод шаҳри,88.2,87.2,88.0,88.5,89.3,90.2,91.1,91.9,93.0,94.3,95.8,96.9,100.0,102.0,104.3,106.1
1727419,Chirchiq shahri,Город Чиpчик,Chirchik city,Чирчиқ шаҳри,143.7,145.0,145.1,147.5,149.4,150.5,151.8,153.8,154.6,155.8,157.2,162.8,164.8,168.0,172.9,175.5
1727415,Ohangaron shahri,Город Ахангаран,Akhangaran city,Оҳангарон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.5,36.9,37.8,39.0,40.0,40.7,41.4,42.0
1727424,Yangiyo‘lshahri,Город Янгиюль,Yangiyul city,Янгийўлшаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.3,59.6,60.4,61.7,79.7,82.0,85.5,87.3
1727206,Oqqo‘rg‘on tumani,Аккурганский район,Akkurgan district,Оққўрғон тумани,95.0,93.5,94.7,95.3,96.7,98.1,99.6,100.7,102.0,103.4,105.0,106.4,108.3,110.2,112.1,114.0
1727212,Ohangaron tumani,Ахангаранский район,Akhangaran district,Оҳангарон тумани,116.2,120.1,121.1,122.6,123.9,125.5,126.9,128.1,93.0,94.3,95.7,97.0,107.1,109.2,111.2,113.0
1727220,Bekobod tumani,Бекабадский район,Bekabad district,Бекобод тумани,145.3,137.1,139.3,141.4,143.8,146.1,148.5,150.7,152.5,154.8,157.3,159.5,160.4,163.2,165.7,168.3
1727224,Bo‘stonliq tumani,Бостанлыкский район,Bostanlyk district,Бўстонлиқ тумани,149.2,158.2,159.1,159.9,160.6,161.8,163.2,164.4,165.6,167.2,168.9,171.2,172.8,175.3,176.7,178.1
1727228,Bo‘ka tumani,Букинский район,Buka district,Бўка тумани,110.3,111.7,112.9,114.2,115.8,117.2,118.6,120.2,121.6,123.6,125.6,127.5,130.2,132.6,134.4,136.7
1727233,Quyichirchiq tumani,Куйичирчикский район,Kuyichirchik district,Қуйичирчиқ тумани,97.9,99.1,99.2,99.7,100.5,101.5,102.7,103.9,104.9,106.2,107.9,110.1,111.9,114.2,115.9,117.7
1727237,Zangiota tumani,Зангиатинский район,Zangiata district,Зангиота тумани,316.1,341.6,346.2,348.9,352.5,356.9,361.7,365.6,193.0,194.8,197.5,195.4,166.0,167.2,171.2,175.6
1727239,Yuqorichirchiq tumani,Юкоричирчикский район,Yukorichirchik district,Юқоричирчиқ тумани,118.1,120.0,120.6,121.7,123.2,124.8,126.8,129.1,131.1,132.9,135.4,138.9,137.1,137.4,139.2,141.7
1727248,Qibray tumani,Кибрайский район,Kibray district,Қибрай тумани,170.9,183.9,186.2,186.6,187.0,188.5,190.4,192.8,195.1,197.6,200.4,202.2,173.1,172.9,175.4,178.7
1727249,Parkent tumani,Паркентский район,Parkent district,Паркент тумани,128.6,133.4,135.5,137.6,139.9,142.4,144.9,147.2,149.4,152.0,154.8,157.5,172.2,175.2,178.2,181.9
1727250,Piskent tumani,Пскентский район,Piskent district,Пискент тумани,88.6,93.1,93.6,93.8,94.5,95.3,96.2,97.0,98.0,99.3,100.7,102.0,103.5,101.8,101.5,103.4
1727253,O‘rtachirchiq tumani,Уртачирчикский район,Urtachirchik district,Ўртачирчиқ тумани,173.0,174.6,176.3,177.7,179.7,182.1,184.6,187.3,144.4,146.7,149.4,142.5,133.0,134.7,137.0,140.4
1727256,Chinoz tumani,Чиназский район,Chinaz district,Чиноз тумани,121.2,120.0,120.8,121.4,122.7,124.1,126.1,127.9,129.6,131.5,133.6,136.1,139.2,142.6,145.5,148.2
1727259,Yangiyo‘l tumani,Янгиюльский район,Yangiyul district,Янгийўл тумани,231.4,241.9,244.3,247.0,249.9,253.0,256.3,259.5,203.4,206.8,209.9,209.9,192.2,196.9,200.0,203.9
1727265,Toshkent tumani,Ташкентский район,Tashkent district,Тошкент тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.4,177.6,180.4,183.2,187.7,192.8,198.5,204.1
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,3074.6,3229.2,3280.8,3329.7,3386.5,3444.9,3505.3,3564.8,3620.2,3683.3,3752.0,3820.0,3896.4,3976.3,4061.5,4144.7
1730401,Farg‘ona shahri,Город Фергана,Fergana city,Фарғона шаҳри,234.7,250.3,253.7,261.4,264.9,268.1,271.0,274.5,278.5,283.8,288.8,293.5,299.1,314.5,321.8,328.4
1730405,Qo‘qon shahri,Город Коканд,Kokand city,Қўқон шаҳри,221.4,224.7,227.7,230.4,233.5,236.8,239.9,243.1,245.5,248.7,252.7,256.4,259.7,303.6,308.1,313.6
1730408,Quvasoy shahri,Город Кувасай,Kuvasay city,Қувасой шаҳри,76.1,80.5,81.7,83.0,84.5,85.9,87.5,88.9,90.2,91.7,93.2,94.9,96.9,98.9,101.2,103.2
1730412,Marg‘ilon shahri,Город Маpгилан,Margilan city,Марғилон шаҳри,202.6,206.2,209.4,212.2,215.4,218.9,222.1,225.2,228.3,231.1,235.0,238.9,242.5,246.7,253.5,257.9
1730203,Oltiariq tumani,Алтыарыкский район,Altyaryk district,Олтиариқ тумани,175.7,183.8,186.5,189.0,191.7,194.8,197.7,200.4,203.1,206.6,210.5,214.4,219.1,223.7,228.4,233.1
1730206,Qo‘shtepa tumani,Куштепинский район,Kushtepa district,Қўштепа тумани,152.3,162.6,164.8,167.1,169.8,172.7,175.9,179.0,182.0,185.7,189.3,193.4,198.4,203.5,208.0,213.3
1730209,Bog‘dod tumani,Багдадский район,Baghdad district,Боғдод тумани,174.8,180.1,183.4,186.5,190.2,193.9,198.2,202.2,205.8,209.9,214.3,218.9,223.3,227.9,233.0,238.2
1730212,Buvayda tumani,Бувайдинский район,Buvayda district,Бувайда тумани,178.9,192.4,195.8,198.9,202.6,206.4,210.6,214.7,218.3,222.3,226.8,231.1,236.2,241.5,247.2,252.7
1730215,Beshariq tumani,Бешарыкский район,Besharik district,Бешариқ тумани,181.1,194.0,197.5,200.9,204.6,208.1,212.0,215.8,219.2,223.1,227.3,230.7,234.6,238.4,242.8,247.2
1730218,Quva tumani,Кувинский район,Kuva district,Қува тумани,203.7,221.1,224.5,227.9,231.8,235.9,240.1,244.4,248.3,252.5,257.0,261.3,266.0,270.7,275.8,280.7
1730221,Uchko‘prik tumani,Учкуприкский район,Uchkuprik district,Учкўприк тумани,183.3,192.6,196.1,199.3,202.9,206.6,210.7,214.9,218.7,223.1,227.4,231.7,237.3,236.1,241.4,246.9
1730224,Rishton tumani,Риштанский район,Rishtan district,Риштон тумани,165.7,171.7,174.5,177.2,180.6,183.9,187.4,190.7,194.0,197.4,201.1,204.4,208.4,212.3,216.9,221.2
1730226,So‘x tumani,Сохский район,Sokh district,Сўх тумани,61.4,63.9,65.8,67.3,68.9,70.5,72.0,73.4,74.8,76.2,77.7,79.1,80.6,82.1,83.9,86.1
1730227,Toshloq tumani,Ташлакский район,Tashlak district,Тошлоқ тумани,158.1,171.6,174.1,176.7,179.7,183.0,186.6,190.0,193.5,197.2,201.0,205.2,209.7,214.3,217.6,221.9
1730230,O‘zbekiston tumani,Узбекистанский район,Uzbekistan district,Ўзбекистон тумани,194.5,200.2,204.2,208.3,212.9,217.3,221.5,225.5,229.1,233.2,237.7,241.9,246.4,230.7,236.4,241.3
1730233,Farg‘ona tumani,Ферганский район,Fergana district,Фарғона тумани,183.9,191.0,193.5,191.0,193.6,196.3,199.1,202.1,204.8,208.1,212.1,216.3,220.9,217.1,221.5,226.0
1730236,Dang‘ara tumani,Дангаринский район,Dangara district,Данғара тумани,144.0,148.1,150.3,152.4,155.2,158.0,160.9,163.9,166.4,169.3,172.8,176.4,180.8,172.7,177.1,181.0
1730238,Furqat tumani,Фуркатский район,Furkat district,Фурқат тумани,97.0,101.3,102.5,103.8,105.4,107.6,109.9,111.9,113.8,115.6,117.3,119.3,121.8,124.4,127.1,129.8
1730242,Yozyovon tumani,Язъяванский район,Yazyavan district,Ёзёвон тумани,85.4,93.1,94.8,96.4,98.3,100.2,102.2,104.2,105.9,107.8,110.0,112.2,114.7,117.2,119.8,122.2
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,1561.6,1601.1,1629.1,1653.8,1684.1,1715.6,1746.9,1776.7,1805.0,1835.7,1866.5,1893.3,1924.2,1958.1,1995.6,2032.4
1733401,Urganch shahri,Город Ургенч,Urgench city,Урганч шаҳри,135.2,136.4,136.8,136.6,137.3,138.0,138.6,139.3,140.2,141.7,143.7,145.0,146.7,149.9,153.1,155.7
1733406,Xiva shahri,Город Хива,Khiva city,Хива шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.3,90.7,92.2,93.4,95.3,97.0,98.8,100.1
1733204,Bog‘ot tumani,Багатский район,Bagat district,Боғот тумани,134.2,138.7,141.4,144.0,146.9,149.8,152.8,155.4,158.1,160.9,163.8,166.6,169.5,172.6,176.1,179.6
1733208,Gurlan tumani,Гурленский район,Gurlan district,Гурлан тумани,125.7,128.3,130.2,131.9,134.1,136.4,139.0,141.3,143.2,145.5,147.7,149.5,151.9,154.5,157.2,159.8
1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,141.3,145.1,147.9,150.5,153.5,156.9,160.1,163.0,165.6,168.6,171.6,173.7,176.1,178.9,182.3,185.4
1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,160.8,165.0,168.5,171.6,175.1,178.7,182.5,186.2,190.2,193.9,197.5,201.2,205.5,209.2,213.5,218.4
1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,208.0,212.0,215.8,219.2,223.1,227.4,231.5,235.7,239.4,243.5,247.7,196.9,198.7,202.2,206.0,210.0
1733221,Tuproqqal’a tumani,Тупроккалинский район,Tuprakkala district,Тупроққалъа тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.4,56.6,57.9,59.3,60.6
1733223,Xonqa tumani,Ханкинский район,Khanka district,Хонқа тумани,154.4,158.0,161.1,163.8,167.1,170.4,173.5,176.7,179.6,182.7,185.5,188.3,191.6,194.9,198.4,201.9
1733226,Xiva tumani,Хивинский район,Khiva district,Хива тумани,197.9,201.6,205.3,208.8,212.9,217.3,221.5,225.5,139.9,142.5,144.9,147.4,149.7,152.1,154.8,158.3
1733230,Shovot tumani,Шаватский район,Shavat district,Шовот тумани,139.4,142.3,145.3,147.9,151.2,154.5,157.7,160.6,163.4,166.4,169.3,171.7,174.3,177.1,180.4,183.6
1733233,Yangiariq tumani,Янгиарыкский район,Yangiaryk district,Янгиариқ тумани,93.1,99.1,100.8,102.4,104.3,106.3,108.3,110.2,111.9,113.7,115.6,117.2,118.9,120.9,123.2,125.1
1733236,Yangibozor tumani,Янгибазарский район,Yangibazar district,Янгибозор тумани,71.6,74.6,76.0,77.1,78.6,79.9,81.4,82.8,84.2,85.6,87.0,88.0,89.4,90.9,92.5,93.9
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,2234.3,2296.5,2309.3,2340.9,2352.9,2371.3,2393.2,2424.1,2464.9,2509.9,2571.7,2694.4,2860.6,2956.4,3040.8,3112.8
1726262,Uchtepa tumani,Учтепинский район,Uchtepa district,Учтепа тумани,241.3,247.5,247.5,249.9,250.7,252.8,255.3,257.8,262.7,265.9,272.6,278.2,285.9,293.5,299.4,301.7
1726264,Bektemir tumani,Бектемирский район,Bektemir district,Бектемир тумани,27.9,29.3,29.4,30.1,30.4,31.0,31.4,32.4,33.0,34.0,34.8,31.4,48.9,55.8,60.5,65.5
1726266,Yunusobod tumani,Юнусабадский район,Yunusabad district,Юнусобод тумани,300.1,306.3,307.8,311.5,311.4,312.8,315.6,319.8,325.0,330.2,340.1,352.0,359.0,367.0,376.1,385.2
1726269,Mirzo Ulug‘bek tumani,Мирзо Улугбекский район,Mirzo Ulugbek district,Мирзо Улуғбек тумани,247.8,253.2,255.5,259.2,260.2,260.9,262.2,264.6,267.6,270.6,275.5,285.0,310.1,323.1,331.2,337.1
1726273,Mirobod tumani,Мирабадский район,Mirabad district,Миробод тумани,123.0,125.3,125.7,127.9,128.6,129.5,130.6,132.3,134.5,136.8,138.0,142.8,145.9,149.5,152.2,154.2
1726277,Shayxontoxur tumani,Шайхантахурский район,Shaykhantakhur district,Шайхонтохур тумани,291.1,298.9,303.0,307.1,309.8,314.5,319.4,325.0,330.0,337.1,340.7,348.3,354.5,360.6,365.4,369.6
1726280,Olmazor tumani,Алмазарский район,Almazar district,Олмазор тумани,311.7,323.1,328.1,331.8,333.4,337.4,341.8,347.2,352.7,358.7,365.4,377.1,385.5,395.1,404.4,412.0
1726283,Sirg‘ali tumani,Сергелийский район,Sergeli district,Сирғали тумани,150.4,158.5,158.9,162.2,164.4,165.9,168.2,171.0,175.8,181.9,195.8,105.7,138.2,162.3,168.2,173.2
1726287,Yakkasaroy tumani,Яккасарайский район,Yakkasaray district,Яккасарой тумани,116.0,115.7,115.0,115.1,114.5,115.0,115.1,115.7,117.5,119.1,118.9,121.6,124.0,126.9,133.5,139.7
1726290,Yashnobod tumani,Яшнободский район,Yashnabad district,Яшнобод тумани,206.1,214.8,214.6,217.8,218.9,219.4,220.3,222.3,226.6,232.0,241.8,258.8,281.6,289.5,300.1,309.7
1726292,Yangihayot tumani,Янгихаётский район,Yangikhayot district,Янгиҳаёт тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.8,160.4,161.1,174.7,188.2
1726294,Chilonzor tumani,Чиланзарский район,Chilanzar district,Чилонзор тумани,218.9,223.9,223.8,228.3,230.6,232.1,233.3,236.0,239.5,243.6,248.1,260.7,266.6,272.0,275.1,276.7
